season	episode	clip	text	label
S06	E08	612	tony's a good kid. i like him.	Praise
S05	E07	119	are you sure you're okay?	Care
S05	E02	95	tay-tay and tine-tine: the slut squad.	Joke
S05	E13	365	okay, that doesn't even make sense.	Oppose
S05	E10	32	sorry i'm late.	Apologise
S04	E13	461	what is wrong with you?	Care
S04	E11	144	come on, don't take it personally.	Comfort
S05	E18	278	okay, this has gotta stop.	Prevent
S06	E01	172	everybody in single-file lines.	Arrange
S06	E01	117	ah, he's just putting on a show.	Taunt
S05	E07	208	yep, that's right.	Agree
S05	E10	2	that's important- and holiday pay.	Inform
S05	E15	346	your holiday numbers were outstanding	Praise
S04	E14	164	glenn, can i borrow $2,000 for sales tax?	Ask for help
S05	E18	332	you guys, don't clap for that.	Prevent
S06	E10	463	glenn, hey, look, i- i'm sorry.	Apologise
S05	E07	161	listen up, scrodes.	Inform
S05	E10	401	okay, just relax.	Comfort
S05	E17	413	i don't know why, but he has been trying to tear me down all day today.	Complain
S04	E01	99	okay.  sorry, that was a poor choice of words.	Apologise
S04	E01	155	god, get over yourself.	Taunt
S05	E15	283	oh, thank god.	Leave
S04	E12	312	i fell up an escalator when i was taking a selfie.	Complain
S05	E06	244	you guys, i am dying right now.	Joke
S05	E14	292	well, we're already 20 minutes behind.	Complain
S05	E11	182	ah, it's great. t-shirt activism.	Praise
S05	E14	367	because to me, this room sucks.	Complain
S04	E07	457	he's a good person. that is real.	Praise
S04	E02	470	thank you, everyone, for coming to the party.	Thank
S05	E07	470	can i have some of the house red?	Ask for help
S04	E16	184	i love it.  like totally lies.	Taunt
S05	E16	182	sorry.	Apologise
S05	E10	292	is there any way that i could get more information?	Ask for help
S04	E16	222	he's the disciple that betrayed jesus.	Criticize
S05	E15	404	everything is just making me wanna cry.	Complain
S05	E09	142	this isn't a library! come on, read and run!	Arrange
S05	E15	349	whatever you're doing, bottle that	Arrange
S06	E04	601	yeah.	Agree
S05	E16	346	wow, first you mute me, then you kill a child.	Criticize
S04	E09	282	no, okay, sir, you may not bring this in here.	Prevent
S04	E09	29	no, do not even think about paying me for this.	Prevent
S05	E13	274	well, uh, marcus, that is all very correct.	Agree
S04	E02	460	i just want to get out of here. how do we get out of here?	Leave
S04	E09	27	oh, um, that sounds like a lot work	Complain
S06	E03	617	i'm sorry jonah.	Apologise
S05	E17	539	jerry.	Greet
S05	E14	184	things have a way of working out for sandra.	Comfort
S05	E14	210	jonah, you set up the chairs. cheyenne, can you make sure that the sound system's working?	Arrange
S06	E03	160	just leave it with me. i'll find someone else.	Leave
S04	E07	512	and your dad abandoned you at a gas station?	Taunt
S05	E16	345	well, we can try. come on, dina.	Leave
S06	E04	15	ah, yeah, that makes sense.	Agree
S04	E04	435	it's a me, a mario!	Introduce
S06	E10	140	eugene? did you lock me out?	Criticize
S05	E19	189	okay, can we just stop talking about this?	Prevent
S05	E18	557	yeah, well thanks, buddy.	Thank
S05	E08	492	he just really knows where to kiss soft	Praise
S04	E04	23	that's like six weeks away.	Inform
S05	E08	564	well, that's nice.	Praise
S05	E10	86	oh, so good to meet you in person.	Greet
S04	E03	82	should we get a scented candle for our nightstand?	Advise
S04	E04	469	attention cloud 9 shoppers, i do not have an announcement	Inform
S05	E13	488	i--i totally get it.	Agree
S05	E11	548	now get back to work.	Arrange
S06	E01	564	it's pretty nice back here.	Praise
S04	E06	42	honestly, you're-- you're really beautiful.	Praise
S06	E04	503	oh, i'm sorry, jonah.	Apologise
S05	E13	253	hey.	Greet
S06	E08	54	mom, come on.	Prevent
S05	E17	234	that's helpful, jeff. thank you.	Thank
S06	E03	370	ah, too much clothing for this horndog.	Taunt
S06	E08	126	so i think i've just been really lonely.	Complain
S04	E07	536	now we're...announcing it.	Inform
S04	E02	300	no worries, i'm out of here.	Leave
S05	E17	513	it wasn't cheyenne!	Oppose
S04	E12	32	well, we're supposed to stay open till 11:00.	Inform
S05	E09	413	and if you were actually doing the work,  and if you were actually doing the work, you would see how hard it is.	Complain
S04	E12	462	i'm prediabetic.	Inform
S05	E13	200	okay, marcus, you next.	Arrange
S04	E09	24	oh, there is no way that i am sending you	Oppose
S05	E12	416	why don't we all chip in?	Advise
S06	E06	88	flooding in the attic and the basement.	Inform
S05	E09	465	uh, sorry. i just got another one.	Apologise
S05	E15	375	okay, and if you could just get me that number by the end of the day, that'd be great.	Arrange
S04	E08	43	i'm sorry, the tickets are non-transferable.	Inform
S04	E14	195	laurie neustadt, you are in violation of rule 17-b of cloud 9 hiring policy.	Inform
S05	E13	471	what? i crushed the interview.	Complain
S04	E07	223	thank you.	Thank
S04	E09	453	so let me know if any of these feel right to you.	Inform
S04	E16	216	they just make fun of me openly to my face.	Complain
S04	E17	473	you don't have to edit it. i'll take care of that.	Inform
S05	E12	81	aww. yeah, maybe you should reconnect before it's too late.	Advise
S05	E14	249	hey, man, sorry about earlier.	Apologise
S05	E15	20	i knew from before. i knew, like, two hours ago.	Flaunt
S05	E21	272	oh! radical.	Praise
S05	E16	394	maybe we should do another lap around the park?	Advise
S05	E11	334	come on. give me a chance.	Ask for help
S05	E15	501	i'm sandra kaluiokalani	Introduce
S04	E13	380	i was expecting you to side with me over dina.	Complain
S05	E15	589	look, i'm sorry, benny, but i had no choice.	Apologise
S04	E09	298	the freezer's full.	Inform
S06	E10	342	why do people think that i'm at fault	Complain
S06	E06	99	what kind of symptoms have you been having?	Care
S05	E19	206	how about carol works with you?	Advise
S05	E17	170	thank you so much.	Thank
S05	E08	508	you're gonna make a lot of kids very happy.	Praise
S05	E15	499	well, it was nice catching up. sandra, let's go.	Leave
S05	E18	209	no. what? it's a--it's a squirrel.	Oppose
S05	E13	408	not 'cause i don't think you deserve it, just 'cause you're doing so bad.	Criticize
S06	E07	191	it's really not. it's not hot juice.	Oppose
S05	E18	410	sure. thank you.	Thank
S05	E14	93	you know, nobody's going to hate you.	Comfort
S05	E11	18	calm down, it's- it's all gonna be fine.	Comfort
S05	E08	335	no, i'm not gonna admit that	Oppose
S04	E16	369	i felt so violated.	Complain
S05	E09	550	it makes me feel icky when you call me hot.	Complain
S06	E01	216	we're also required to wear masks.	Inform
S05	E17	143	oh, maybe i should call you mommy.	Joke
S05	E20	545	hey, glenn, so sorry.	Apologise
S05	E10	66	we doing a dystopian nightmare christmas this year?	Joke
S04	E07	68	it's all on clearance.	Inform
S04	E14	317	can you tell me where inventory is?	Ask for help
S06	E04	581	but hey, sales are up.	Inform
S06	E02	115	thanks for keeping this little assistant arrangement going.	Thank
S06	E07	483	it was you guys the whole time?	Criticize
S05	E07	429	here, you read these.	Arrange
S06	E04	62	cheyenne, you're still gonna have to stay on top of deliveries. produce comes at 11:00.	Arrange
S04	E10	59	applying to be a refugee was even worse.	Complain
S04	E10	410	sheila told me that you're always making her give you back rubs.	Criticize
S04	E16	71	yeah, scott bankroft broke his leg.	Inform
S05	E18	335	it's not a dog toy. i got it here in the store.	Oppose
S05	E11	19	look, corporate sent over a memo that says,  cloud 9 is excited about this exciting new chapter full of exciting possibilities.	Inform
S04	E06	416	i hate to complain, but that machine is so noisy.	Complain
S04	E09	236	you even found some i didn't notice.	Praise
S04	E11	343	my scanner's not working. we can't figure out why.	Ask for help
S05	E17	239	seems like people would rather die than eat that stuff.	Taunt
S05	E08	426	sorry! this is where we're storing	Apologise
S05	E11	273	or maybe there's a slightly less depressing solution, like	Advise
S05	E13	95	it's a digital picture frame.	Introduce
S05	E07	543	alex, could you--thank you.	Ask for help
S06	E02	372	can't we just get to california	Advise
S04	E10	145	and you got that from pants?	Joke
S05	E09	364	he put some shelves in our mother's bathroom and they looked... really cool.	Praise
S06	E09	315	effective immediately, there will be no more talk about conspiracy theories.	Inform
S06	E05	350	i'm sick of looking at it. it's going on the list.	Complain
S05	E14	188	you look beautiful! yeah!	Praise
S04	E08	456	look, sayid, sayid, don't worry about it.	Comfort
S06	E07	502	you're right.	Agree
S05	E10	104	well, glenn, i have found your item right here.	Inform
S05	E16	482	my birds flew away.	Complain
S05	E09	547	jeff, so how about the two of you just start talking	Advise
S05	E15	517	we're really sorry.	Apologise
S05	E11	180	this one's doing stem cell research.	Introduce
S05	E06	265	yep. she's my cowgirl.	Introduce
S06	E02	69	oh, we could have a double wedding.	Advise
S05	E12	42	there's 1,000 bucks in it. i already opened it.	Introduce
S05	E12	141	oh, all right.	Agree
S06	E01	509	amy sosa here.	Introduce
S05	E15	526	what are you doing- no, no, don't do that!	Prevent
S06	E09	532	we'll get into this later.	Leave
S05	E15	111	yeah, everyone feeling  grr-eat?	Care
S05	E06	408	if i run too fast, i become airborne.	Joke
S05	E13	499	oh, man, that's such a good start.	Praise
S06	E04	491	you know, i'm sorry.	Apologise
S04	E11	184	sandra! bathroom duty!	Arrange
S06	E01	195	so, first off, marcus tested positive for covid after attending a spring break party on the lake.	Inform
S05	E09	584	sure.	Agree
S05	E08	414	the point is that this guy is a jerk	Criticize
S05	E20	532	sorry, this guy tricked me into taking a photo of him and his stupid pig.	Apologise
S05	E09	223	he was cute, sure, but, okay	Praise
S05	E11	238	hey, carol, you're not invited to sandra's wedding!	Inform
S06	E10	310	jonah's...the most competent.	Praise
S06	E03	5	oh, jonah, i'm sorry.	Apologise
S05	E17	237	so i keep this cabinet full of healthy snacks for everyone.	Introduce
S06	E06	474	something you'd like to share with the class, turd melon?	Taunt
S06	E04	444	let's all come together for marcus.	Inform
S05	E15	370	i gotta hop on another call, but we'll do this again soon.	Leave
S05	E13	59	okay. here's the plan.	Introduce
S04	E03	495	i'm sorry. i tried as hard as i could.	Apologise
S05	E16	400	that was so important you needed to read it	Advise
S04	E06	211	the bathroom is disgusting.	Complain
S04	E01	265	i'm gonna go back to work now	Leave
S04	E06	487	hey, amy, it's about that time.	Inform
S05	E08	195	oh, sorry.	Apologise
S06	E09	169	i think it was gonna be racist.	Complain
S04	E05	185	i want to feel deeply uncomfortable	Complain
S04	E14	386	he's always doing stuff with his hair.	Complain
S05	E21	8	close the door.	Arrange
S05	E11	463	and you're on the phone.	Joke
S05	E21	1	hey. just got an email from hr.	Inform
S06	E03	218	we're having an election.	Inform
S05	E20	474	mom is crushed because you cheated on her.	Criticize
S06	E09	537	oh, glenn, should you be drinking that with your diabetes?	Care
S05	E13	450	you have diabetes. you aren't even in control	Criticize
S05	E07	289	it's been two hours of this.	Complain
S04	E04	169	now i can't tune it out. it doesn't even make sense.	Complain
S05	E17	99	oh, wait, is everything okay?	Care
S05	E06	96	i guess i'll just be here all day watching you eat that.	Joke
S04	E16	328	hey, guys, how's it going over here?	Care
S05	E10	323	hey.	Greet
S06	E03	106	oh, jonah, that's wonderful.	Praise
S04	E03	275	excuse me, i've got to go stop the love.	Leave
S05	E15	215	you know, we could bring up some of our issues.	Advise
S05	E07	5	it just made me uncomfortable.	Complain
S05	E09	17	it's a nice fall day out there.	Praise
S05	E08	463	stop it, i can tell you don't believe it.	Prevent
S05	E09	295	cool. i learn so much from you.	Praise
S05	E08	154	could you stop ringing the bell for just a second?	Prevent
S04	E02	326	oh, this party's gonna be sick!	Praise
S06	E07	355	guys, i'm gonna be a little busy around 2:00 p.m. don't even ask me what i'm doing. it's private.	Flaunt
S05	E10	116	how's jonah doing out there? crushing it?	Care
S05	E11	119	you're making too big a deal out of this.	Criticize
S04	E08	101	that's awesome.	Praise
S04	E11	365	elias, there is definitely a cart out there.	Inform
S05	E16	197	it's a meme of indiana jones cracking his whip.	Introduce
S05	E06	455	amy, wait!	Prevent
S06	E04	449	seems great, but maybe we should set some ground rules.	Advise
S04	E09	365	attention shoppers: it's 10 degrees fahrenheit outside,so why not take home a frosty case of ice pops?	Inform
S05	E15	83	hey.	Greet
S05	E10	549	dina busted out the cart-jousting stuff.	Inform
S04	E16	391	running hard, water bad.	Joke
S05	E16	216	i mean, i feel kinda bad, but it's too much.	Complain
S05	E17	15	to the nearest dollar for charity.	Arrange
S05	E18	149	oh, my god. that would be amazing.	Praise
S05	E19	570	you guys are a little bit being like dicks right now.	Criticize
S05	E13	248	so--so put it all back, and make it bigger.	Arrange
S06	E03	12	why don't we all lead the meeting together?	Advise
S05	E12	170	human equivalent of a band-aid in a salad--	Joke
S04	E17	59	yeah, you guys, you're both so--so beautiful.	Praise
S06	E05	486	please report to the break room for pizza because apparently, now everyone gets pizza.	Inform
S05	E14	504	yeah, the internet has gotten so bad.	Complain
S05	E13	199	no, thank you, justine, for answering the question.	Thank
S05	E13	193	oh, okay. well, um, i have worked here	Introduce
S05	E07	87	i need someone to help me run my shoplifter rehab course.	Ask for help
S05	E07	6	i already have enough trouble	Complain
S05	E14	402	remember to moisturize, okay?	Advise
S05	E08	296	oh, okay, well, thank you.	Thank
S05	E19	288	i'm gonna go get some takis.	Leave
S04	E13	93	elias, i'm gonna need you to clean up the vomit that's gonna be all over the ladies' bathroom in about three minutes.	Arrange
S05	E18	386	oh, don't do that.	Prevent
S05	E20	24	my advice--don't get lost in the siblings.	Advise
S05	E13	341	oh, i'm sorry, sir.	Apologise
S04	E03	103	what if we made her employee of the month this month?	Advise
S05	E20	491	i'm really sorry.	Apologise
S05	E09	141	all right.	Leave
S05	E15	508	i'm not on board with--i didn't even know the diaper part.	Oppose
S04	E09	277	who would need 12,000 boxes of ice pops?	Complain
S05	E12	493	it's too late. you missed everything.	Criticize
S05	E15	192	like, cool. that's exciting.	Praise
S04	E01	247	nope, just recap the markers when they're done.	Arrange
S05	E09	505	uh, okay.	Agree
S05	E09	47	and bring it out to the customer.	Arrange
S06	E07	426	zephra can eat our ass meat.	Joke
S05	E17	160	ah, that sounds amazing!	Praise
S04	E03	358	that's interesting.	Praise
S05	E16	109	well, i'm a  stockroom rockstar.	Flaunt
S06	E04	545	ugh, this whole day sucks.	Complain
S06	E03	471	oh, that's cool.	Praise
S05	E13	258	okay, thank you, cheyenne.	Thank
S05	E11	185	that's a cash register.	Introduce
S05	E21	378	look, sandra, i gotta say something here.	Inform
S05	E10	360	all right, well, um, we have a power outage.	Inform
S06	E02	492	ohh, cheyenne, that's really sweet, thank you.	Thank
S05	E06	74	ah, see? there's always a catch.	Taunt
S04	E06	299	oh, i'm sorry.	Apologise
S05	E15	113	speaking of cereal, you sound just like tony the tiger.	Joke
S06	E04	396	this job is hard enough.	Complain
S05	E11	151	and i need a floor supervisor	Ask for help
S06	E03	458	glenn gave me ultimate executive power.	Flaunt
S04	E11	85	it lowers your blood pressure and increases your lifespan.	Introduce
